"","item_name","category","sub_category","Channel","central","east","north","south","west","total_sales"
"3056","Ba84397ns","Fruits & Veggies","Organic Vegetables","Instore",0,0,0,0,2488,2488
"3057","Be5914ks","Oil & Masala","Masalas","Online",0,2317,0,0,0,2317
"3058","Be66039ks","Snacks","Chocolates","Instore",0,0,0,650,0,650
"3059","Oi19351es","Snacks","Noodles","Instore",0,1368,0,0,0,1368
"3060","Sn15593es","Bakery","Breads & Buns","Online",0,2023,0,0,0,2023
"3061","Be91489ks","Beverages","Health Drinks","Online",0,0,0,2396,0,2396
"3062","Eg64563en","Beverages","Soft Drinks","Instore",0,2478,0,0,0,2478
"3063","Eg45948on","Oil & Masala","Spices","Instore",0,1159,0,0,0,1159
"3064","Fo9602es","Snacks","Chocolates","Online",0,0,0,868,0,868
"3065","Fo97456ce","Beverages","Health Drinks","Instore",1818,0,0,0,0,1818
"3066","Fr23229es","Eggs, Meat & Fish","Chicken","Online",1075,0,0,0,0,1075
"3067","Fr28917es","Eggs, Meat & Fish","Mutton","Instore",0,2338,0,0,0,2338
"3068","Oi54513as","Food Grains","Dals & Pulses","Instore",0,0,0,1276,0,1276
"3069","Sn55584es","Food Grains","Rice","Online",2065,0,0,0,0,2065
"3070","Sn61669es","Fruits & Veggies","Fresh Vegetables","Instore",0,2105,0,0,0,2105
"3071","Sn29181es","Fruits & Veggies","Organic Vegetables","Online",0,0,0,0,527,527
"3072","Ba32538ts","Oil & Masala","Masalas","Instore",0,989,0,0,0,989
"3073","Be45658ks","Snacks","Chocolates","Online",0,0,0,0,580,580
"3074","Be27811ks","Snacks","Cookies","Instore",2229,0,0,0,0,2229
"3075","Fo87492es","Snacks","Noodles","Online",0,1442,0,0,0,1442
"3076","Fo42069es","Bakery","Biscuits","Instore",1827,0,0,0,0,1827
"3077","Fr50881ts","Beverages","Health Drinks","Instore",0,0,0,0,1512,1512
"3078","Oi83658ee","Beverages","Soft Drinks","Instore",0,0,0,0,1465,1465
"3079","Ba6644es","Food Grains","Dals & Pulses","Online",2317,0,0,1943,0,4260
"3080","Be83725ks","Food Grains","Organic Staples","Online",0,1624,0,0,0,1624
"3081","Eg7993gs","Fruits & Veggies","Fresh Fruits","Instore",1950,0,0,0,0,1950
"3082","Fo26940es","Oil & Masala","Edible Oil & Ghee","Instore",0,1233,0,0,0,1233
"3083","Fr85258es","Bakery","Cakes","Online",0,0,0,0,2398,2398
"3084","Fr1736ts","Beverages","Soft Drinks","Instore",0,1136,0,2222,2452,5810
"3085","Fr80913es","Eggs, Meat & Fish","Eggs","Instore",0,2003,0,0,705,2708
"3086","Oi13630ee","Food Grains","Dals & Pulses","Instore",0,0,0,0,911,911
"3087","Ba46795ns","Fruits & Veggies","Fresh Vegetables","Instore",0,0,0,2139,1093,3232
"3088","Ba71356es","Fruits & Veggies","Organic Fruits","Instore",0,2306,0,1300,0,3606
"3089","Be93891ks","Fruits & Veggies","Organic Vegetables","Instore",0,1948,0,0,0,1948
"3090","Be65387ks","Oil & Masala","Edible Oil & Ghee","Online",0,5586,0,0,0,5586
"3091","Eg739en","Bakery","Breads & Buns","Online",2194,0,0,0,0,2194
"3092","Eg51557gs","Bakery","Cakes","Online",0,0,0,1069,0,1069
"3093","Eg11455sh","Beverages","Health Drinks","Instore",1727,0,0,0,0,1727
"3094","Eg71302on","Beverages","Soft Drinks","Instore",0,0,0,2475,0,2475
"3095","Fr99369ts","Eggs, Meat & Fish","Chicken","Online",0,945,0,0,829,1774
"3096","Fr16416es","Eggs, Meat & Fish","Eggs","Instore",1899,0,0,0,0,1899
"3097","Fr67819ts","Eggs, Meat & Fish","Fish","Online",0,0,0,0,874,874
"3098","Sn39750es","Eggs, Meat & Fish","Mutton","Online",0,0,0,0,660,660
"3099","Sn94026es","Fruits & Veggies","Fresh Fruits","Online",0,0,0,1050,1666,2716
"3100","Ba37225ts","Fruits & Veggies","Fresh Vegetables","Online",976,2308,0,0,0,3284
"3101","Ba29911ns","Fruits & Veggies","Organic Fruits","Online",1654,0,0,0,0,1654
"3102","Ba64929es","Snacks","Chocolates","Instore",0,2118,0,0,0,2118
"3103","Be37914ks","Snacks","Noodles","Online",0,0,0,2075,0,2075
"3104","Be24068ks","Bakery","Biscuits","Instore",624,0,0,0,0,624
"3105","Fo2399es","Bakery","Breads & Buns","Instore",643,2294,0,0,0,2937
"3106","Fo26297ce","Bakery","Cakes","Instore",0,0,0,1752,0,1752
"3107","Fr73287ts","Beverages","Health Drinks","Online",0,2389,0,0,0,2389
"3108","Fr78713ts","Beverages","Soft Drinks","Instore",1776,0,0,0,0,1776
"3109","Oi25504as","Food Grains","Organic Staples","Online",0,0,0,2099,0,2099
"3110","Sn40129es","Food Grains","Rice","Instore",3653,0,0,0,0,3653
"3111","Ba56270ns","Fruits & Veggies","Fresh Fruits","Online",0,0,0,0,959,959
"3112","Eg14151en","Fruits & Veggies","Organic Fruits","Online",1032,0,0,832,0,1864
"3113","Oi26019ee","Oil & Masala","Masalas","Instore",0,1278,0,0,0,1278
"3114","Oi81224es","Snacks","Cookies","Online",1341,0,0,0,0,1341
"3115","Sn74033es","Bakery","Breads & Buns","Instore",0,0,0,0,1684,1684
"3116","Sn9773es","Eggs, Meat & Fish","Chicken","Instore",0,725,0,0,0,725
"3117","Ba13942ns","Oil & Masala","Edible Oil & Ghee","Online",0,0,0,0,2055,2055
"3118","Ba2676es","Oil & Masala","Spices","Instore",0,1300,0,0,0,1300
"3119","Be62709ks","Snacks","Chocolates","Instore",0,0,0,0,1016,1016
"3120","Be36280ks","Snacks","Cookies","Online",0,0,0,0,3312,3312
"3121","Eg77047en","Bakery","Breads & Buns","Instore",843,0,0,0,0,843
"3122","Eg26935gs","Bakery","Cakes","Instore",2063,0,0,0,0,2063
"3123","Fo39459ur","Beverages","Health Drinks","Online",2294,667,0,0,0,2961
"3124","Fo51630es","Beverages","Soft Drinks","Online",897,0,0,0,0,897
"3125","Fr11505es","Eggs, Meat & Fish","Chicken","Instore",0,1109,0,0,0,1109
"3126","Fr51561ts","Eggs, Meat & Fish","Eggs","Online",0,0,0,0,1154,1154
"3127","Fr23651es","Food Grains","Atta & Flour","Instore",0,0,0,1417,0,1417
"3128","Oi64702as","Food Grains","Dals & Pulses","Online",0,1319,0,0,0,1319
"3129","Oi1728es","Fruits & Veggies","Fresh Vegetables","Online",0,0,0,0,923,923
"3130","Sn41732es","Fruits & Veggies","Organic Fruits","Instore",0,0,0,0,1979,1979
"3131","Ba99736ts","Fruits & Veggies","Organic Vegetables","Online",0,0,0,0,1226,1226
"3132","Ba25769es","Oil & Masala","Masalas","Online",0,0,0,537,0,537
"3133","Be78654ks","Oil & Masala","Spices","Instore",0,0,0,0,661,661
"3134","Be58509ks","Snacks","Cookies","Instore",0,0,0,1063,0,1063
"3135","Eg69955en","Bakery","Biscuits","Online",0,0,0,0,926,926
"3136","Eg23518sh","Bakery","Cakes","Instore",0,0,0,0,2216,2216
"3137","Fo93889es","Beverages","Health Drinks","Instore",0,0,0,0,1343,1343
"3138","Fr81819ts","Beverages","Soft Drinks","Instore",0,0,0,0,2266,2266
"3139","Fr43711es","Eggs, Meat & Fish","Chicken","Instore",0,0,0,0,1702,1702
"3140","Oi80641as","Eggs, Meat & Fish","Fish","Online",3377,0,0,973,1706,6056
"3141","Oi35102es","Food Grains","Organic Staples","Online",0,1097,0,0,2173,3270
"3142","Sn62588es","Fruits & Veggies","Fresh Fruits","Online",0,1480,0,623,0,2103
"3143","Sn73445es","Fruits & Veggies","Fresh Vegetables","Instore",0,0,0,1970,0,1970
"3144","Be462ks","Oil & Masala","Masalas","Instore",0,2042,0,0,0,2042
"3145","Eg86436sh","Oil & Masala","Spices","Instore",0,1971,0,0,0,1971
"3146","Eg15876on","Snacks","Cookies","Online",0,0,0,0,2461,2461
"3147","Fo83014ur","Snacks","Noodles","Instore",0,0,0,2361,0,2361
"3148","Fo87913es","Beverages","Health Drinks","Online",0,1810,0,0,0,1810
"3149","Fr90770es","Eggs, Meat & Fish","Fish","Online",0,0,0,0,1212,1212
"3150","Oi57188ee","Eggs, Meat & Fish","Mutton","Online",674,0,0,0,0,674
"3151","Oi8388as","Food Grains","Atta & Flour","Online",1260,0,0,0,0,1260
"3152","Oi83497es","Food Grains","Organic Staples","Instore",890,0,0,0,0,890
"3153","Sn73023es","Fruits & Veggies","Fresh Vegetables","Instore",0,0,0,0,2151,2151
"3154","Ba23650ts","Oil & Masala","Edible Oil & Ghee","Instore",0,0,0,1592,976,2568
"3155","Be19190ks","Oil & Masala","Masalas","Instore",0,0,0,0,1393,1393
"3156","Eg66447en","Oil & Masala","Spices","Online",0,0,0,0,530,530
"3157","Eg95424gs","Snacks","Cookies","Instore",0,0,0,885,0,885
"3158","Fo15735ce","Bakery","Biscuits","Instore",0,0,0,2267,0,2267
"3159","Fr9234ts","Beverages","Soft Drinks","Online",0,2478,0,0,0,2478
"3160","Fr84187es","Eggs, Meat & Fish","Chicken","Online",0,0,0,1378,1638,3016
"3161","Sn24758es","Eggs, Meat & Fish","Eggs","Online",2446,0,0,0,0,2446
"3162","Sn80357es","Food Grains","Rice","Online",0,2355,0,0,0,2355
"3163","Sn18178es","Fruits & Veggies","Fresh Fruits","Instore",0,0,0,0,1757,1757
"3164","Ba22956ts","Fruits & Veggies","Organic Vegetables","Online",0,0,0,0,2344,2344
"3165","Ba98060ns","Snacks","Chocolates","Online",3521,0,0,0,0,3521
"3166","Be80550ks","Snacks","Cookies","Online",1666,0,0,0,0,1666
"3167","Be69785ks","Snacks","Noodles","Online",0,885,0,0,0,885
"3168","Eg26395gs","Bakery","Biscuits","Instore",0,2360,0,0,2039,4399
"3169","Fo88755ce","Bakery","Breads & Buns","Online",0,1930,0,0,2011,3941
"3170","Fr98268ts","Beverages","Health Drinks","Online",0,0,0,0,1593,1593
"3171","Sn66479es","Beverages","Soft Drinks","Online",0,2325,0,0,801,3126
"3172","Sn4623es","Eggs, Meat & Fish","Eggs","Online",0,0,0,0,511,511
"3173","Sn93207es","Food Grains","Rice","Online",0,0,0,2347,0,2347
"3174","Be24018ks","Fruits & Veggies","Fresh Fruits","Instore",0,2381,0,0,0,2381
"3175","Fo71047es","Snacks","Chocolates","Online",0,2189,0,0,600,2789
"3176","Fo75075ce","Snacks","Cookies","Online",0,0,0,1599,0,1599
"3177","Fr85673ts","Snacks","Noodles","Instore",0,1362,0,0,0,1362
"3178","Sn56589es","Beverages","Health Drinks","Instore",0,0,0,1644,0,1644
"3179","Sn44400es","Food Grains","Dals & Pulses","Online",0,2134,0,0,0,2134
"3180","Fr19596ts","Food Grains","Rice","Instore",0,0,0,0,924,924
"3181","Fr41501es","Fruits & Veggies","Organic Fruits","Online",0,0,0,0,3506,3506
"3182","Sn380es","Snacks","Chocolates","Online",0,2168,0,0,0,2168
"3183","Sn95659es","Snacks","Cookies","Online",2246,0,0,0,0,2246
"3184","Sn7189es","Fruits & Veggies","Fresh Fruits","Instore",0,0,0,0,2622,2622
"3185","Ba61145ns","Fruits & Veggies","Fresh Vegetables","Online",0,0,0,0,1309,1309
"3186","Eg9306en","Snacks","Chocolates","Online",0,0,0,1800,0,1800
"3187","Eg37126gs","Snacks","Cookies","Online",0,862,0,0,0,862
"3188","Eg14182on","Snacks","Noodles","Instore",2023,0,0,0,0,2023
"3189","Fo25528ur","Bakery","Breads & Buns","Instore",0,1653,0,0,0,1653
"3190","Ba83813ns","Eggs, Meat & Fish","Chicken","Online",0,0,0,1949,0,1949
"3191","Be27468ks","Eggs, Meat & Fish","Eggs","Online",2013,0,0,0,0,2013
"3192","Be95659ks","Eggs, Meat & Fish","Mutton","Instore",0,0,0,0,2286,2286
"3193","Fo37258es","Food Grains","Atta & Flour","Online",721,0,0,0,0,721
"3194","Fr86555es","Bakery","Breads & Buns","Instore",603,0,0,0,0,603
"3195","Fr45964ts","Beverages","Health Drinks","Online",0,0,0,2195,0,2195
"3196","Oi21460es","Beverages","Soft Drinks","Instore",1520,624,0,0,822,2966
"3197","Sn93972es","Food Grains","Dals & Pulses","Instore",0,0,0,0,1836,1836
"3198","Ba80011ns","Fruits & Veggies","Fresh Vegetables","Instore",1503,0,0,0,0,1503
"3199","Be32366ks","Fruits & Veggies","Organic Fruits","Instore",0,0,0,2303,0,2303
"3200","Be62962ks","Oil & Masala","Spices","Online",0,0,0,1798,0,1798
"3201","Eg75474en","Snacks","Chocolates","Online",2122,0,0,681,3877,6680
"3202","Eg52457sh","Bakery","Breads & Buns","Instore",2039,0,0,0,0,2039
"3203","Eg98160on","Beverages","Health Drinks","Instore",0,2190,0,1642,0,3832
"3204","Fo59451es","Beverages","Soft Drinks","Instore",1972,0,0,3359,0,5331
"3205","Fr89204ts","Eggs, Meat & Fish","Chicken","Instore",0,2179,0,0,654,2833
"3206","Oi12803as","Eggs, Meat & Fish","Fish","Instore",0,1492,0,1289,0,2781
"3207","Sn46673es","Eggs, Meat & Fish","Mutton","Instore",0,0,0,2013,0,2013
"3208","Ba42640es","Food Grains","Dals & Pulses","Online",0,0,0,2220,2358,4578
"3209","Be77246ks","Fruits & Veggies","Fresh Fruits","Instore",0,0,0,0,2433,2433
"3210","Be53081ks","Oil & Masala","Masalas","Instore",0,2464,0,894,0,3358
"3211","Eg51109gs","Snacks","Cookies","Instore",0,0,0,624,0,624
"3212","Eg17858on","Bakery","Cakes","Instore",0,0,0,0,611,611
"3213","Fr97478es","Beverages","Health Drinks","Online",0,752,0,0,0,752
"3214","Fr41605es","Beverages","Soft Drinks","Instore",1220,0,0,0,0,1220
"3215","Oi17845ee","Eggs, Meat & Fish","Eggs","Online",0,0,0,0,1243,1243
"3216","Oi31689as","Eggs, Meat & Fish","Mutton","Online",0,0,0,1353,0,1353
"3217","Ba74293ns","Fruits & Veggies","Fresh Vegetables","Online",0,0,0,1964,0,1964
"3218","Be67584ks","Fruits & Veggies","Organic Vegetables","Instore",2472,0,0,0,0,2472
"3219","Eg4386gs","Oil & Masala","Edible Oil & Ghee","Instore",0,0,0,1116,0,1116
"3220","Eg77773sh","Oil & Masala","Masalas","Online",0,2192,0,0,0,2192
"3221","Fo71156ur","Bakery","Breads & Buns","Online",0,0,0,1497,0,1497
"3222","Fo50728es","Beverages","Health Drinks","Online",0,2225,0,0,0,2225
"3223","Fr15441ts","Eggs, Meat & Fish","Eggs","Instore",0,0,0,0,1001,1001
"3224","Fr2271es","Eggs, Meat & Fish","Fish","Instore",0,2208,0,0,0,2208
"3225","Oi70001es","Food Grains","Atta & Flour","Online",588,1544,0,0,0,2132
"3226","Sn30427es","Food Grains","Dals & Pulses","Online",1203,1816,0,0,0,3019
"3227","Sn51074es","Fruits & Veggies","Fresh Fruits","Instore",894,2210,0,0,2176,5280
"3228","Ba12341ts","Fruits & Veggies","Organic Vegetables","Online",583,0,0,0,0,583
"3229","Ba95002ns","Oil & Masala","Spices","Instore",0,0,0,0,1547,1547
"3230","Be59644ks","Snacks","Chocolates","Instore",0,664,0,673,0,1337
"3231","Be8519ks","Snacks","Cookies","Instore",0,0,0,0,1892,1892
"3232","Eg41947en","Bakery","Biscuits","Online",2089,0,0,0,0,2089
"3233","Eg14694gs","Bakery","Breads & Buns","Instore",2048,0,0,0,0,2048
"3234","Fo98778ur","Beverages","Health Drinks","Instore",0,964,0,0,0,964
"3235","Fo32770es","Beverages","Soft Drinks","Instore",0,0,0,0,2210,2210
"3236","Fo79070es","Eggs, Meat & Fish","Chicken","Instore",2049,0,0,0,0,2049
"3237","Fr84696ts","Eggs, Meat & Fish","Eggs","Online",1260,0,0,0,0,1260
"3238","Fr60330es","Food Grains","Atta & Flour","Instore",0,1623,0,0,0,1623
"3239","Ba13956ns","Food Grains","Dals & Pulses","Online",0,0,0,1769,0,1769
"3240","Ba47595es","Food Grains","Organic Staples","Instore",0,0,0,0,1082,1082
"3241","Be80248ks","Fruits & Veggies","Organic Fruits","Instore",0,819,0,0,0,819
"3242","Eg18912en","Fruits & Veggies","Organic Vegetables","Instore",2392,0,0,0,0,2392
"3243","Oi97948ee","Bakery","Breads & Buns","Instore",0,0,0,0,2094,2094
"3244","Sn40355es","Bakery","Cakes","Online",0,633,0,0,0,633
"3245","Ba48761ns","Beverages","Health Drinks","Instore",1937,0,0,0,0,1937
"3246","Ba15977es","Eggs, Meat & Fish","Chicken","Instore",0,2178,0,0,0,2178
"3247","Be13699ks","Oil & Masala","Edible Oil & Ghee","Instore",0,2163,0,895,0,3058
"3248","Be73656ks","Snacks","Chocolates","Online",0,1453,0,0,891,2344
"3249","Eg2097en","Bakery","Breads & Buns","Online",0,0,0,1790,0,1790
"3250","Eg85319gs","Bakery","Cakes","Online",0,1216,0,0,0,1216
"3251","Fo18710ur","Beverages","Health Drinks","Instore",0,0,0,0,1617,1617
"3252","Oi10621ee","Beverages","Soft Drinks","Instore",1742,0,0,0,0,1742
"3253","Oi90498es","Eggs, Meat & Fish","Chicken","Online",0,0,0,0,599,599
"3254","Sn963es","Eggs, Meat & Fish","Eggs","Online",0,3714,0,0,0,3714
"3255","Sn4245es","Food Grains","Atta & Flour","Instore",0,0,0,0,2135,2135
"3256","Ba67492ts","Oil & Masala","Edible Oil & Ghee","Instore",1375,2036,0,0,0,3411
"3257","Ba90000es","Oil & Masala","Spices","Instore",1350,0,0,0,0,1350
"3258","Be66542ks","Snacks","Chocolates","Online",1286,0,0,0,1715,3001
"3259","Eg37389gs","Snacks","Noodles","Instore",0,0,0,0,1810,1810
"3260","Eg14778sh","Bakery","Biscuits","Instore",2079,0,0,0,0,2079
"3261","Eg70930on","Bakery","Cakes","Instore",0,0,0,0,3615,3615
"3262","Fo58807ur","Beverages","Health Drinks","Online",1064,0,0,0,2721,3785
"3263","Fo16789es","Eggs, Meat & Fish","Eggs","Online",0,1944,0,0,0,1944
"3264","Sn18550es","Eggs, Meat & Fish","Fish","Online",0,0,0,0,2780,2780
"3265","Sn42621es","Eggs, Meat & Fish","Mutton","Instore",0,0,0,0,730,730
"3266","Be24594ks","Food Grains","Atta & Flour","Online",0,0,0,1190,0,1190
"3267","Eg35181en","Food Grains","Organic Staples","Online",1456,0,0,0,0,1456
"3268","Eg7532gs","Snacks","Chocolates","Online",1631,0,0,0,0,1631
"3269","Eg89808on","Snacks","Noodles","Instore",0,0,0,0,609,609
"3270","Fo28683es","Beverages","Soft Drinks","Online",0,1966,0,0,1634,3600
"3271","Oi90702as","Eggs, Meat & Fish","Chicken","Online",0,0,0,0,1408,1408
"3272","Oi28982es","Eggs, Meat & Fish","Eggs","Online",1187,0,0,0,0,1187
"3273","Sn99135es","Eggs, Meat & Fish","Mutton","Online",0,2125,0,0,674,2799
"3274","Ba10075ts","Food Grains","Organic Staples","Instore",1399,0,0,0,0,1399
"3275","Ba77645ns","Oil & Masala","Masalas","Instore",1892,1627,0,0,0,3519
"3276","Be21566ks","Oil & Masala","Spices","Instore",708,0,0,0,0,708
"3277","Eg486en","Snacks","Cookies","Instore",0,3507,0,0,0,3507
"3278","Fr53701ts","Bakery","Biscuits","Online",0,0,0,1178,0,1178
"3279","Fr54522ts","Bakery","Breads & Buns","Online",0,0,0,0,1995,1995
"3280","Fr72084es","Beverages","Health Drinks","Instore",0,0,0,1102,0,1102
"3281","Oi85886as","Eggs, Meat & Fish","Chicken","Instore",0,0,0,0,2466,2466
"3282","Oi41296es","Fruits & Veggies","Fresh Fruits","Online",0,0,0,0,1665,1665
"3283","Sn20053es","Fruits & Veggies","Organic Fruits","Instore",0,0,0,0,558,558
"3284","Sn4846es","Fruits & Veggies","Organic Vegetables","Online",0,0,0,0,834,834
"3285","Ba44432es","Oil & Masala","Masalas","Instore",0,605,0,0,0,605
"3286","Be92444ks","Oil & Masala","Spices","Online",0,0,0,0,1594,1594
"3287","Be33114ks","Snacks","Cookies","Instore",1370,0,0,0,0,1370
"3288","Fo76567es","Snacks","Noodles","Online",767,0,0,0,0,767
"3289","Fr15107ts","Bakery","Cakes","Online",0,2195,0,0,0,2195
"3290","Ba35999ts","Beverages","Health Drinks","Online",0,0,0,0,522,522
"3291","Ba75056es","Beverages","Soft Drinks","Instore",1481,842,0,1536,648,4507
"3292","Be91057ks","Food Grains","Organic Staples","Online",0,2278,0,0,0,2278
"3293","Be30497ks","Fruits & Veggies","Fresh Fruits","Online",1018,0,0,0,865,1883
"3294","Eg17846gs","Bakery","Biscuits","Online",0,0,0,0,2374,2374
"3295","Eg80733on","Bakery","Cakes","Online",1006,0,0,0,0,1006
"3296","Fo39454es","Beverages","Health Drinks","Instore",0,4630,0,0,0,4630
"3297","Fo68084ce","Beverages","Soft Drinks","Online",0,0,0,0,2322,2322
"3298","Fr3768es","Eggs, Meat & Fish","Eggs","Online",1211,0,0,0,0,1211
"3299","Oi57740as","Eggs, Meat & Fish","Mutton","Online",0,0,0,889,0,889
"3300","Sn96007es","Food Grains","Dals & Pulses","Online",870,0,0,0,0,870
"3301","Ba99484ts","Food Grains","Rice","Online",0,1856,0,535,755,3146
"3302","Ba55662es","Fruits & Veggies","Fresh Vegetables","Online",1784,0,0,0,0,1784
"3303","Be9982ks","Oil & Masala","Masalas","Instore",0,0,0,0,777,777
"3304","Fo86495es","Snacks","Chocolates","Online",4354,0,0,0,0,4354
"3305","Fr45278ts","Bakery","Biscuits","Online",2256,0,0,0,0,2256
"3306","Fr57223es","Bakery","Cakes","Instore",1529,0,0,0,3990,5519
"3307","Fr25268ts","Beverages","Soft Drinks","Instore",0,1631,0,2478,2211,6320
"3308","Oi13075ee","Food Grains","Organic Staples","Online",1482,0,0,0,0,1482
"3309","Sn40937es","Fruits & Veggies","Fresh Fruits","Online",0,2395,0,0,0,2395
"3310","Sn45922es","Fruits & Veggies","Fresh Vegetables","Instore",0,0,0,0,744,744
"3311","Ba8493ts","Fruits & Veggies","Organic Fruits","Instore",0,1620,0,0,0,1620
"3312","Ba49778ns","Oil & Masala","Edible Oil & Ghee","Instore",0,2273,0,0,0,2273
"3313","Be79714ks","Snacks","Chocolates","Instore",0,531,0,0,0,531
"3314","Be26809ks","Snacks","Cookies","Online",0,0,0,0,1043,1043
"3315","Eg76881on","Bakery","Biscuits","Instore",0,0,0,2273,0,2273
"3316","Fo22528ur","Bakery","Breads & Buns","Instore",0,0,0,0,846,846
"3317","Fr37388ts","Beverages","Health Drinks","Online",1610,0,0,0,0,1610
"3318","Oi74032as","Beverages","Soft Drinks","Instore",0,0,0,0,685,685
"3319","Ba8432ns","Eggs, Meat & Fish","Mutton","Instore",2403,994,0,0,0,3397
"3320","Ba93596es","Food Grains","Atta & Flour","Online",0,516,0,0,0,516
"3321","Be96254ks","Fruits & Veggies","Fresh Fruits","Instore",0,1006,0,0,0,1006
"3322","Be72295ks","Oil & Masala","Masalas","Online",1846,0,0,0,0,1846
"3323","Eg33913gs","Bakery","Breads & Buns","Online",0,0,0,0,1349,1349
"3324","Fo79713es","Bakery","Cakes","Instore",0,2310,0,0,0,2310
"3325","Fo38251ce","Beverages","Health Drinks","Instore",2439,2147,0,0,1364,5950
"3326","Fr97936es","Beverages","Soft Drinks","Online",766,0,0,1916,0,2682
"3327","Sn12753es","Eggs, Meat & Fish","Eggs","Online",0,2361,0,0,0,2361
"3328","Sn59728es","Food Grains","Organic Staples","Instore",1399,0,0,0,0,1399
"3329","Be67468ks","Food Grains","Rice","Online",0,1504,0,0,1082,2586
"3330","Eg58071gs","Fruits & Veggies","Fresh Vegetables","Online",0,1832,0,0,0,1832
"3331","Fo26479es","Snacks","Chocolates","Online",0,0,0,0,2167,2167
"3332","Fo2475ce","Snacks","Noodles","Instore",888,0,0,0,0,888
"3333","Oi6267ee","Beverages","Soft Drinks","Instore",0,0,0,0,3008,3008
"3334","Oi71123as","Eggs, Meat & Fish","Eggs","Online",0,2108,0,0,0,2108
"3335","Sn73011es","Food Grains","Organic Staples","Instore",0,880,0,0,0,880
"3336","Sn70321es","Food Grains","Rice","Instore",0,1459,0,0,0,1459
"3337","Ba10177es","Oil & Masala","Edible Oil & Ghee","Instore",0,1464,0,0,0,1464
"3338","Eg52736en","Oil & Masala","Masalas","Online",0,0,0,1662,0,1662
"3339","Fo40412ur","Snacks","Cookies","Instore",0,0,0,0,2078,2078
"3340","Fo1749es","Snacks","Noodles","Instore",1571,0,0,0,0,1571
"3341","Fr23089ts","Bakery","Cakes","Instore",0,1504,0,0,0,1504
"3342","Sn88935es","Eggs, Meat & Fish","Chicken","Online",0,0,0,0,2399,2399
"3343","Ba31966ns","Food Grains","Atta & Flour","Online",2128,0,0,0,0,2128
"3344","Ba57714es","Food Grains","Organic Staples","Online",0,0,0,0,2445,2445
"3345","Be63951ks","Fruits & Veggies","Organic Fruits","Online",2147,0,0,0,0,2147
"3346","Be29781ks","Snacks","Noodles","Instore",0,0,0,0,1351,1351
"3347","Fr31872ts","Bakery","Breads & Buns","Instore",706,0,0,0,0,706
"3348","Fr14275es","Bakery","Cakes","Instore",1884,771,0,0,0,2655
"3349","Fr68093es","Beverages","Health Drinks","Instore",1660,2440,0,0,2093,6193
"3350","Sn52088es","Beverages","Soft Drinks","Online",0,0,0,0,2018,2018
"3351","Fo7145ur","Fruits & Veggies","Fresh Fruits","Online",0,0,0,0,1140,1140
"3352","Fo88555es","Fruits & Veggies","Fresh Vegetables","Online",0,0,0,569,0,569
"3353","Fr96402ts","Fruits & Veggies","Organic Vegetables","Online",0,0,0,0,2440,2440
"3354","Fr75984es","Snacks","Chocolates","Online",0,2166,0,0,0,2166
"3355","Ba70261ts","Food Grains","Atta & Flour","Online",0,1180,0,0,0,1180
"3356","Be25414ks","Food Grains","Organic Staples","Online",0,1714,0,0,0,1714
"3357","Eg42223en","Fruits & Veggies","Organic Fruits","Online",0,814,0,0,0,814
"3358","Eg33391gs","Fruits & Veggies","Organic Vegetables","Online",0,0,0,1699,0,1699
"3359","Fo68373es","Bakery","Biscuits","Instore",0,0,0,1253,0,1253
"3360","Fo6444es","Beverages","Health Drinks","Instore",0,2083,0,0,2352,4435
"3361","Fo53410ce","Eggs, Meat & Fish","Chicken","Online",0,1674,0,0,0,1674
"3362","Sn36188es","Eggs, Meat & Fish","Eggs","Instore",0,1563,0,0,0,1563
"3363","Ba81060ns","Food Grains","Dals & Pulses","Instore",1116,1804,0,0,1974,4894
"3364","Eg70049en","Food Grains","Organic Staples","Online",0,2476,0,0,0,2476
"3365","Eg39465sh","Food Grains","Rice","Instore",0,0,0,0,1245,1245
"3366","Eg23868on","Snacks","Noodles","Online",1778,0,0,0,0,1778
"3367","Fo8112ur","Bakery","Breads & Buns","Instore",0,0,0,0,1199,1199
"3368","Fo5209es","Eggs, Meat & Fish","Chicken","Instore",0,0,0,0,621,621
"3369","Fr50518ts","Eggs, Meat & Fish","Fish","Online",0,0,0,1712,0,1712
"3370","Sn45163es","Eggs, Meat & Fish","Mutton","Instore",1615,0,0,0,0,1615
"3371","Sn15971es","Food Grains","Atta & Flour","Instore",0,1986,0,0,0,1986
"3372","Ba53905ts","Food Grains","Dals & Pulses","Online",1494,0,0,0,0,1494
"3373","Ba58289ns","Fruits & Veggies","Organic Fruits","Instore",0,0,0,763,0,763
"3374","Be3874ks","Snacks","Chocolates","Instore",0,0,0,2291,0,2291
"3375","Eg17199sh","Snacks","Cookies","Instore",0,0,0,0,2932,2932
"3376","Eg92683on","Bakery","Biscuits","Instore",0,0,0,635,0,635
"3377","Fo44720es","Bakery","Breads & Buns","Online",0,1774,0,0,0,1774
"3378","Fr73502ts","Beverages","Soft Drinks","Instore",1942,0,0,0,0,1942
"3379","Fr66073es","Eggs, Meat & Fish","Fish","Instore",0,795,0,0,0,795
"3380","Oi99408ee","Eggs, Meat & Fish","Mutton","Instore",0,0,0,0,1088,1088
"3381","Oi89788as","Food Grains","Organic Staples","Online",1763,0,0,0,0,1763
