Item Name,Category,Sub Category,Online_purchase,Instore_purchase,Central,East,North,South,West,Total Sales
Be52561ks,Oil & Masala,Masalas,0,1,,,,2138,,2138
Eg70988en,Bakery,Breads & Buns,0,1,2424,,,,,2424
Eg61069sh,"Eggs, Meat & Fish",Eggs,0,1,910,,,,,910
Fr24470es,Food Grains,Rice,1,0,,2270,,,1706,3976
Sn93233es,Fruits & Veggies,Fresh Vegetables,0,1,1992,,,,,1992
Sn28063es,Fruits & Veggies,Organic Fruits,0,1,,,,688,,688
Sn69361es,Oil & Masala,Edible Oil & Ghee,0,1,,,,2240,,2240
Ba62856es,Oil & Masala,Spices,1,0,,,,1746,,1746
Be96051ks,Snacks,Chocolates,0,1,,596,,,1579,2175
Be69221ks,Snacks,Cookies,1,0,,2207,,,,2207
Fo82538es,Bakery,Biscuits,0,1,,1200,,,,1200
Fo61235ce,Bakery,Breads & Buns,1,0,,2417,,,,2417
Fr90322es,Beverages,Soft Drinks,1,0,,,,685,,685
Oi87397as,"Eggs, Meat & Fish",Chicken,1,0,,2309,,,,2309
Sn49946es,"Eggs, Meat & Fish",Fish,1,0,,,,,2246,2246
Sn29790es,Fruits & Veggies,Organic Vegetables,1,0,,,,2009,,2009
Ba5033ns,Snacks,Chocolates,1,0,759,541,,,,1300
Ba17990es,Snacks,Cookies,0,1,,1647,,,,1647
Be24420ks,Snacks,Noodles,0,1,2135,,,,,2135
Eg64568sh,Bakery,Cakes,1,0,2394,,,,,2394
Eg18132on,Beverages,Health Drinks,0,1,,2261,,,3632,5893
Fo85968ur,Beverages,Soft Drinks,1,0,,,,,734,734
Fo52251es,Food Grains,Dals & Pulses,1,0,782,,,,,782
Fo37333es,Food Grains,Rice,0,1,,,,1815,1091,2906
Fr66396ts,Fruits & Veggies,Organic Vegetables,0,1,,,,,2226,2226
Fr94816ts,Oil & Masala,Masalas,1,0,,1726,,1309,,3035
Fr30234es,Snacks,Cookies,1,0,2211,,,,,2211
Oi21032ee,Snacks,Noodles,0,1,1358,,,,,1358
Oi7590as,Bakery,Breads & Buns,0,1,,3308,,,,3308
Sn72428es,Bakery,Cakes,0,1,,582,,,,582
Sn6553es,Beverages,Health Drinks,0,1,,,,1165,,1165
Ba68006ns,"Eggs, Meat & Fish",Fish,1,0,584,,,,,584
Ba14153es,"Eggs, Meat & Fish",Mutton,0,1,,,,,684,684
Be50446ks,Food Grains,Atta & Flour,1,0,,686,,,,686
Eg23595en,Food Grains,Dals & Pulses,0,1,1641,,,1393,,3034
Fo72213es,Food Grains,Organic Staples,0,1,,,,1450,,1450
Fr66210ts,Fruits & Veggies,Fresh Fruits,1,0,,,,,769,769
Fr65503ts,Fruits & Veggies,Organic Fruits,0,1,,1180,,,,1180
Oi58861as,Fruits & Veggies,Organic Vegetables,1,0,,,,,1379,1379
Sn73049es,Oil & Masala,Edible Oil & Ghee,1,0,,,,,1834,1834
Ba97606ts,Oil & Masala,Masalas,0,1,,758,,,,758
Ba17065ns,Snacks,Chocolates,1,0,,,,2000,1588,3588
Ba73358es,Snacks,Cookies,1,0,,,,,2220,2220
Be91693ks,Bakery,Breads & Buns,1,0,,1589,,,,1589
Eg20435en,Bakery,Cakes,0,1,,,,2142,,2142
Eg38406sh,Beverages,Soft Drinks,0,1,,,,1908,,1908
Fo21928es,"Eggs, Meat & Fish",Chicken,1,0,,1402,,,,1402
Fr76901es,Food Grains,Organic Staples,0,1,,2433,,,,2433
Oi19530ee,Fruits & Veggies,Fresh Fruits,0,1,,,,,892,892
Oi70939es,Fruits & Veggies,Organic Fruits,0,1,784,,,,,784
Sn12405es,Oil & Masala,Masalas,0,1,1231,,,,,1231
Sn33448es,Snacks,Noodles,0,1,,2859,,,,2859
Ba71675ts,Bakery,Biscuits,0,1,1874,,,,,1874
Be50392ks,Bakery,Breads & Buns,0,1,,,,,1981,1981
Be5467ks,Bakery,Cakes,1,0,817,1614,,1818,,4249
Fr11323ts,Beverages,Soft Drinks,1,0,,,,,1605,1605
Fr3505es,"Eggs, Meat & Fish",Chicken,1,0,2452,,,,,2452
Oi23280ee,"Eggs, Meat & Fish",Fish,0,1,,,,,1353,1353
Oi91559es,Food Grains,Dals & Pulses,1,0,,2453,,,,2453
Sn14199es,Fruits & Veggies,Organic Vegetables,0,1,,2572,,,,2572
Ba78604ts,Oil & Masala,Edible Oil & Ghee,1,0,,,,,731,731
Ba1206es,Oil & Masala,Spices,1,0,,,,,1092,1092
Be28115ks,Snacks,Chocolates,0,1,,,,,1350,1350
Be34079ks,Snacks,Cookies,1,0,,2062,,,,2062
Fo79361es,Bakery,Biscuits,1,0,,1562,,2031,,3593
Fo4638es,Beverages,Health Drinks,1,0,,,,,2334,2334
Fo79973ce,Beverages,Soft Drinks,1,0,1402,,,,,1402
Fr59156es,Fruits & Veggies,Organic Fruits,0,1,651,,,,,651
Fr3423es,Fruits & Veggies,Organic Vegetables,1,0,,,,,1458,1458
Oi30226ee,Oil & Masala,Edible Oil & Ghee,1,0,,,,,2384,2384
Oi50396as,Oil & Masala,Spices,1,0,,,,2386,,2386
Oi38123es,Snacks,Cookies,0,1,,,,,1364,1364
Sn27649es,Bakery,Biscuits,0,1,,979,,2759,,3738
Ba21144ts,Bakery,Cakes,1,0,,,,1541,,1541
Be13501ks,Beverages,Health Drinks,0,1,1554,,,,,1554
Eg49802en,Beverages,Soft Drinks,0,1,1008,,,,,1008
Eg94315gs,Food Grains,Dals & Pulses,0,1,,,,,4308,4308
Eg39945sh,Food Grains,Organic Staples,1,0,,,,,776,776
Fo12234ce,Food Grains,Rice,0,1,,,,,840,840
Fr88133es,Fruits & Veggies,Fresh Vegetables,0,1,,953,,,,953
Fr66231es,Fruits & Veggies,Organic Vegetables,1,0,,,,,2070,2070
Oi60187es,Oil & Masala,Edible Oil & Ghee,1,0,,,,,2467,2467
Sn5874es,Oil & Masala,Masalas,0,1,,2076,,,,2076
Sn8100es,Oil & Masala,Spices,1,0,,1004,,,,1004
Ba37153ns,Snacks,Noodles,0,1,,,,1626,1981,3607
Ba31655es,Bakery,Biscuits,0,1,,1127,,,2360,3487
Be21407ks,Beverages,Health Drinks,0,1,2530,,,,,2530
Be33898ks,"Eggs, Meat & Fish",Chicken,0,1,1936,,,,,1936
Sn49163es,"Eggs, Meat & Fish",Eggs,1,0,2038,1729,,,,3767
Ba55238ns,"Eggs, Meat & Fish",Fish,0,1,,2110,,,,2110
Be78550ks,Food Grains,Rice,0,1,,,,,553,553
Eg15062sh,Fruits & Veggies,Fresh Vegetables,0,1,1512,,,2452,2454,6418
Fo14267ur,Fruits & Veggies,Organic Vegetables,1,0,,,,,2008,2008
Fr18084ts,Oil & Masala,Spices,0,1,,,,,2498,2498
Fr55362ts,Snacks,Chocolates,1,0,2220,,,,,2220
Oi59386ee,Snacks,Cookies,0,1,,,,1426,,1426
Sn43424es,Bakery,Breads & Buns,1,0,,,,,1787,1787
Ba19441ts,Bakery,Cakes,1,0,,1967,,,1506,3473
Ba1073es,Beverages,Health Drinks,1,0,,693,,,,693
Eg59597on,Beverages,Soft Drinks,0,1,,,,1316,,1316
Fo19327es,Snacks,Noodles,0,1,,1798,,,,1798
Fr30038ts,Bakery,Biscuits,1,0,,,,1548,,1548
Sn70519es,Bakery,Breads & Buns,0,1,2259,,,,713,2972
Ba51737ts,Beverages,Health Drinks,1,0,,,,,1997,1997
Ba85107ns,"Eggs, Meat & Fish",Fish,1,0,,,,,1595,1595
Be1185ks,Food Grains,Atta & Flour,1,0,,2025,,,616,2641
Eg27384on,Fruits & Veggies,Fresh Fruits,1,0,,,,1094,,1094
Fo95976es,Fruits & Veggies,Organic Fruits,0,1,,595,,,1334,1929
Fr37719ts,Oil & Masala,Edible Oil & Ghee,1,0,,,,,997,997
Fr75589es,Snacks,Noodles,0,1,2343,,,,1435,3778
Oi6428ee,Bakery,Biscuits,0,1,2017,,,,,2017
Oi56638as,Bakery,Cakes,0,1,550,,,,,550
Sn70012es,"Eggs, Meat & Fish",Mutton,1,0,,1027,,,,1027
Sn10169es,Food Grains,Dals & Pulses,1,0,,,,1944,,1944
Sn30470es,Fruits & Veggies,Organic Fruits,1,0,,,,,1497,1497
Ba21253es,Snacks,Cookies,0,1,,,,,3224,3224
Eg3099gs,Bakery,Biscuits,1,0,2090,701,,,,2791
Fo58193es,Bakery,Breads & Buns,1,0,,1851,,,1262,3113
Oi10240as,Beverages,Health Drinks,0,1,,,,1279,,1279
Oi73319es,"Eggs, Meat & Fish",Mutton,0,1,,,,,1706,1706
Be78354ks,Food Grains,Organic Staples,0,1,,1974,,,1255,3229
Be70857ks,Fruits & Veggies,Organic Fruits,1,0,,,,,1394,1394
Eg70219en,Fruits & Veggies,Organic Vegetables,0,1,,963,,1082,,2045
Eg67416on,Oil & Masala,Edible Oil & Ghee,1,0,,,,,713,713
Fo82890es,Oil & Masala,Masalas,1,0,,2401,,,1158,3559
Oi96223as,Snacks,Chocolates,0,1,2236,884,,,,3120
Sn12265es,Snacks,Cookies,0,1,,,,2281,1113,3394
Sn75437es,Snacks,Noodles,1,0,,,,,940,940
Ba23130ns,Bakery,Cakes,0,1,,1083,,,,1083
Be83177ks,"Eggs, Meat & Fish",Eggs,0,1,,2406,,,1834,4240
Eg18802en,Food Grains,Organic Staples,1,0,,1406,,,,1406
Eg67724gs,Oil & Masala,Masalas,1,0,,,,2393,1826,4219
Eg70327on,Oil & Masala,Spices,0,1,,,,,1228,1228
Fr42173ts,Beverages,Health Drinks,1,0,1539,,,,,1539
Fr35684ts,Beverages,Soft Drinks,0,1,,,,,860,860
Oi16765ee,"Eggs, Meat & Fish",Chicken,0,1,,,,,997,997
Oi50413es,"Eggs, Meat & Fish",Mutton,1,0,,2038,,,,2038
Sn33064es,Food Grains,Dals & Pulses,1,0,1134,,,,608,1742
Be84991ks,Oil & Masala,Masalas,0,1,,,,,2430,2430
Be55939ks,Snacks,Cookies,1,0,,2380,,,,2380
Eg3619sh,Snacks,Noodles,0,1,,657,,,,657
Fr13931es,Bakery,Breads & Buns,0,1,,,,,3379,3379
Sn81240es,Beverages,Soft Drinks,1,0,,1949,,,,1949
Ba50672ts,"Eggs, Meat & Fish",Chicken,1,0,,1239,,,,1239
Ba22285es,"Eggs, Meat & Fish",Eggs,1,0,,826,,,,826
Be65964ks,"Eggs, Meat & Fish",Mutton,1,0,1115,,,,,1115
Eg62022gs,Fruits & Veggies,Fresh Fruits,0,1,1251,,,,,1251
Eg92935sh,Fruits & Veggies,Organic Fruits,1,0,,,,,2471,2471
Eg4213on,Oil & Masala,Edible Oil & Ghee,0,1,,,,,2192,2192
Fo65422ce,Oil & Masala,Spices,0,1,,,,,4428,4428
Fr90117es,Snacks,Chocolates,1,0,,,,1030,,1030
Oi57136ee,Beverages,Health Drinks,1,0,,,,,2228,2228
Oi30184es,Beverages,Soft Drinks,1,0,1179,,,2347,2341,5867
Sn70444es,"Eggs, Meat & Fish",Fish,0,1,2034,,,,,2034
Sn43135es,Fruits & Veggies,Organic Vegetables,1,0,,969,,,,969
Ba48025ns,Snacks,Cookies,1,0,,1131,,1814,,2945
Be53760ks,Bakery,Biscuits,0,1,,,,703,,703
Eg91905gs,Bakery,Cakes,0,1,,,,1954,,1954
Eg18123sh,Beverages,Soft Drinks,1,0,,1027,,,2413,3440
Fo85512es,"Eggs, Meat & Fish",Eggs,1,0,,,,,502,502
Fo67271ce,"Eggs, Meat & Fish",Fish,0,1,,,,,2194,2194
Fr71090es,"Eggs, Meat & Fish",Mutton,1,0,,,,,1784,1784
Fr87110ts,Food Grains,Rice,0,1,,1122,,,,1122
Oi57297es,Fruits & Veggies,Fresh Vegetables,1,0,1956,,,1624,702,4282
Sn79623es,Oil & Masala,Edible Oil & Ghee,0,1,,,,2009,,2009
Be59658ks,Oil & Masala,Spices,0,1,,1704,,,,1704
Fo73195ur,Snacks,Chocolates,1,0,,,,,1801,1801
Fo38312es,Snacks,Noodles,0,1,,,,,2088,2088
Fo96091es,Bakery,Breads & Buns,0,1,,,,2396,,2396
Fr55428ts,Beverages,Health Drinks,0,1,1641,,,,,1641
Fr29905es,"Eggs, Meat & Fish",Eggs,0,1,1109,,,,,1109
Fr35798ts,"Eggs, Meat & Fish",Fish,0,1,,,,,960,960
Oi3927as,Food Grains,Dals & Pulses,0,1,,,,,1253,1253
Sn40691es,Food Grains,Rice,0,1,,,,1246,,1246
Ba35287ns,Fruits & Veggies,Fresh Vegetables,1,0,,2110,,,,2110
Be55501ks,Fruits & Veggies,Organic Fruits,0,1,,,,,623,623
Eg39777gs,Oil & Masala,Spices,1,0,2301,,,,504,2805
Eg78455sh,Snacks,Noodles,0,1,1939,,,,,1939
Fo43467ur,Beverages,Soft Drinks,1,0,2351,,,,,2351
Fo14494es,Food Grains,Atta & Flour,1,0,,2129,,,2457,4586
Fo81666es,Food Grains,Dals & Pulses,0,1,,840,,,,840
Fo49989ce,Food Grains,Organic Staples,0,1,1683,,,,,1683
Fr55109ts,Fruits & Veggies,Fresh Fruits,1,0,1290,,,,,1290
Oi80891ee,Fruits & Veggies,Fresh Vegetables,1,0,508,1527,,,2331,4366
Sn21930es,Fruits & Veggies,Organic Fruits,1,0,,,,,1943,1943
Sn50301es,Oil & Masala,Masalas,0,1,,2395,,,,2395
Ba54064ns,Snacks,Chocolates,0,1,,,,1887,,1887
Fo31988ur,Bakery,Breads & Buns,1,0,,,,,1060,1060
Oi65089ee,Beverages,Soft Drinks,0,1,,2024,,,1366,3390
Oi17604es,"Eggs, Meat & Fish",Eggs,1,0,1311,1833,,,,3144
Sn41874es,"Eggs, Meat & Fish",Fish,1,0,,1712,,,,1712
Sn40308es,Food Grains,Atta & Flour,1,0,,,,1040,1479,2519
Sn87321es,Food Grains,Dals & Pulses,0,1,,1419,,1416,,2835
Be7388ks,Food Grains,Organic Staples,0,1,,,,,854,854
Eg90710gs,Food Grains,Rice,1,0,,1775,,,,1775
Eg73669sh,Fruits & Veggies,Organic Fruits,0,1,,815,,,,815
Fr65897ts,Oil & Masala,Edible Oil & Ghee,0,1,,,,,2055,2055
Fr54292es,Snacks,Chocolates,1,0,,,,,1923,1923
Ba5687ts,Snacks,Noodles,0,1,1695,2344,,,,4039
Ba16684es,Bakery,Breads & Buns,1,0,,1179,,,,1179
Be95519ks,Food Grains,Atta & Flour,0,1,1792,1466,,,,3258
Eg63954en,Oil & Masala,Edible Oil & Ghee,0,1,,,,2350,,2350
Fo97472ur,Oil & Masala,Spices,1,0,,,,1499,,1499
Fr38427ts,Snacks,Chocolates,1,0,,,,,1935,1935
Fr89604es,Snacks,Cookies,0,1,,,,,1275,1275
Fr4689es,Snacks,Noodles,0,1,,1839,,,,1839
Sn57774es,Beverages,Health Drinks,0,1,838,1686,,,,2524
Ba67644ts,"Eggs, Meat & Fish",Eggs,0,1,777,,,,1135,1912
Ba56714es,"Eggs, Meat & Fish",Fish,0,1,,,,,1703,1703
Be12200ks,Fruits & Veggies,Fresh Fruits,1,0,,4424,,,,4424
Eg65739gs,Fruits & Veggies,Fresh Vegetables,0,1,,,,,2411,2411
Eg18527sh,Bakery,Biscuits,1,0,,,,,1485,1485
Fo12905es,Bakery,Cakes,0,1,2491,,,,,2491
Fo51842es,Beverages,Health Drinks,0,1,577,,,,,577
Fo91535ce,"Eggs, Meat & Fish",Chicken,1,0,,,,,1977,1977
Fr54572ts,Food Grains,Atta & Flour,0,1,,1917,,,,1917
Sn76074es,Fruits & Veggies,Fresh Fruits,1,0,2244,,,,,2244
Ba20950ns,Fruits & Veggies,Fresh Vegetables,1,0,,,,,719,719
Ba79310es,Fruits & Veggies,Organic Vegetables,0,1,1481,,,,,1481
Eg48130gs,Snacks,Noodles,1,0,,500,,,,500
Oi22518es,Bakery,Biscuits,0,1,,,,,601,601
Ba59969ts,Bakery,Cakes,1,0,2470,,,,,2470
Ba11639es,Beverages,Soft Drinks,1,0,,,,,1784,1784
Be68096ks,"Eggs, Meat & Fish",Eggs,0,1,,1438,,,,1438
Eg30277sh,"Eggs, Meat & Fish",Fish,0,1,,,,,661,661
Eg53815on,Food Grains,Dals & Pulses,0,1,,1342,,,,1342
Fo28859es,Food Grains,Organic Staples,0,1,2012,1579,,,,3591
Fr48352ts,Food Grains,Rice,0,1,1238,,,2014,,3252
Fr6361es,Fruits & Veggies,Organic Fruits,0,1,,795,,,,795
Sn17207es,Snacks,Cookies,0,1,1985,,,,,1985
Be43692ks,Bakery,Breads & Buns,1,0,2220,,,,,2220
Eg75755on,Bakery,Cakes,1,0,,,,864,,864
Fr8439es,"Eggs, Meat & Fish",Eggs,1,0,,1746,,,,1746
Fr5374es,Oil & Masala,Spices,1,0,,1286,,,,1286
Oi60593ee,Bakery,Biscuits,1,0,,2007,,,,2007
Oi50639es,Bakery,Cakes,1,0,,1655,,,,1655
Ba66198ns,Beverages,Health Drinks,1,0,,,,,1393,1393
Ba11507es,"Eggs, Meat & Fish",Fish,0,1,6125,,,1824,,7949
Be74320ks,"Eggs, Meat & Fish",Mutton,1,0,2290,,,,,2290
Oi71325ee,Food Grains,Organic Staples,1,0,2315,,,,,2315
Oi1815as,Fruits & Veggies,Fresh Fruits,0,1,,,,,1236,1236
Sn18068es,Fruits & Veggies,Organic Vegetables,1,0,,,,1125,,1125
Sn24667es,Snacks,Chocolates,1,0,1228,,,,,1228
Ba72658ns,Beverages,Soft Drinks,1,0,,,,,3573,3573
Ba74996es,"Eggs, Meat & Fish",Mutton,0,1,,1741,,,,1741
Be58158ks,Fruits & Veggies,Fresh Vegetables,1,0,2266,2035,,,,4301
Eg52877sh,Fruits & Veggies,Organic Vegetables,0,1,,,,,1287,1287
Eg95706on,Oil & Masala,Edible Oil & Ghee,0,1,,,,1430,,1430
Oi57148as,Oil & Masala,Spices,1,0,,,,,1237,1237
Oi74738es,Bakery,Breads & Buns,0,1,975,2285,,,,3260
Sn25744es,Bakery,Cakes,1,0,1724,,,,,1724
Sn42433es,Beverages,Health Drinks,0,1,,,,,1277,1277
Ba17711es,Fruits & Veggies,Organic Fruits,1,0,,,,,1900,1900
Be77976ks,Oil & Masala,Edible Oil & Ghee,0,1,,,,2514,,2514
Be82323ks,Oil & Masala,Masalas,0,1,,,,561,,561
Eg77545sh,Snacks,Chocolates,1,0,1114,,,,,1114
Eg66880on,Snacks,Cookies,0,1,,,,,717,717
Fo94621es,Bakery,Breads & Buns,0,1,2266,,,,511,2777
Fo89071ce,Bakery,Cakes,1,0,715,,,1944,,2659
Fr24265es,Beverages,Health Drinks,1,0,,1588,,,,1588
Fr99639ts,"Eggs, Meat & Fish",Fish,1,0,1881,,,,,1881
Oi66342es,"Eggs, Meat & Fish",Mutton,1,0,,743,,,,743
Sn67289es,Oil & Masala,Masalas,0,1,,,,,2269,2269
Sn62827es,Oil & Masala,Spices,0,1,,2490,,,,2490
Ba52115es,Snacks,Chocolates,0,1,,,,2061,,2061
Be6364ks,Snacks,Cookies,1,0,501,1254,,,3106,4861
Eg85000gs,Bakery,Cakes,1,0,,997,,,,997
Fo44467ur,Beverages,Health Drinks,0,1,,2371,,,,2371
Oi84067es,Beverages,Soft Drinks,0,1,1682,2439,,,,4121
Sn26030es,"Eggs, Meat & Fish",Fish,0,1,,1705,,,,1705
Sn3779es,"Eggs, Meat & Fish",Mutton,1,0,,1801,,,,1801
Ba59334ns,Food Grains,Dals & Pulses,0,1,,651,,,,651
Ba91405es,Food Grains,Rice,1,0,,,,507,756,1263
Be61435ks,Fruits & Veggies,Fresh Vegetables,1,0,2322,,,852,,3174
Eg37469on,Fruits & Veggies,Organic Fruits,0,1,,600,,,,600
Fo55969es,Oil & Masala,Spices,0,1,,,,,2398,2398
Fo11287ce,Snacks,Chocolates,0,1,2091,,,,3224,5315
Sn92583es,Snacks,Noodles,0,1,,,,2340,,2340
Ba91542ns,Bakery,Cakes,0,1,1194,,,,,1194
Be57339ks,Beverages,Soft Drinks,0,1,,1611,,,,1611
Fo1052es,"Eggs, Meat & Fish",Eggs,0,1,1562,,,,2266,3828
Fo64408es,Food Grains,Atta & Flour,0,1,,,,,1739,1739
Fr53179es,Oil & Masala,Spices,1,0,,,,,1137,1137
Oi93494ee,Snacks,Chocolates,1,0,,,,1496,,1496
Oi92240es,Snacks,Noodles,1,0,1062,,,,,1062
Sn31463es,Bakery,Breads & Buns,0,1,,1362,,,,1362
Sn713es,Bakery,Cakes,1,0,,2091,,,,2091
Be733ks,Beverages,Health Drinks,0,1,,910,,,,910
Be44404ks,"Eggs, Meat & Fish",Mutton,1,0,,771,,,,771
Eg54882sh,Food Grains,Organic Staples,0,1,,,,1472,,1472
Fr91080ts,Food Grains,Rice,1,0,952,,,,,952
Fr65343es,Snacks,Noodles,0,1,1746,,,,,1746
Oi65721as,Bakery,Breads & Buns,0,1,1154,,,,,1154
Oi22464es,Beverages,Health Drinks,0,1,,1690,,,1022,2712
Eg63215on,Food Grains,Dals & Pulses,1,0,,,,2091,,2091
Fo15856ur,Food Grains,Organic Staples,0,1,,1365,,,639,2004
Fo89452ce,Fruits & Veggies,Fresh Vegetables,1,0,1074,,,,,1074
Fr93052ts,Oil & Masala,Edible Oil & Ghee,1,0,1734,,,,1464,3198
Fr9776es,Oil & Masala,Spices,1,0,,,,,1318,1318
Oi73080ee,Snacks,Chocolates,1,0,,508,,,1246,1754
Oi54077es,Snacks,Noodles,1,0,,,,,3337,3337
Sn90508es,Beverages,Health Drinks,1,0,,,,,969,969
Sn90190es,Beverages,Soft Drinks,0,1,,,,,2280,2280
Be8244ks,"Eggs, Meat & Fish",Fish,1,0,,860,,,,860
Be30266ks,Fruits & Veggies,Fresh Fruits,1,0,,2025,,,,2025
Fo4927ur,Fruits & Veggies,Organic Vegetables,1,0,1082,,,,,1082
Fo2838ce,Oil & Masala,Masalas,0,1,,,,,2279,2279
Fr28374ts,Oil & Masala,Spices,0,1,,1220,,,1843,3063
Fr95076ts,"Eggs, Meat & Fish",Mutton,1,0,1637,,,,,1637
Oi20490as,Food Grains,Atta & Flour,1,0,,1495,,,,1495
Oi99396es,Food Grains,Rice,0,1,,,,,1349,1349
Sn1044es,Fruits & Veggies,Fresh Fruits,0,1,536,,,,,536
Eg14603gs,Fruits & Veggies,Organic Vegetables,0,1,,,,,1011,1011
Eg48454sh,Oil & Masala,Edible Oil & Ghee,0,1,,,,,640,640
Fo49456es,Oil & Masala,Spices,1,0,,,,1337,,1337
Fo91064es,Snacks,Chocolates,1,0,,,,,1534,1534
Fr77609es,Snacks,Cookies,0,1,1853,,,2458,,4311
Fr43301es,Beverages,Health Drinks,0,1,,,,,2116,2116
Oi99785ee,Beverages,Soft Drinks,0,1,,,,,841,841
Oi85319es,Food Grains,Atta & Flour,1,0,,,,,2261,2261
Sn43622es,Food Grains,Rice,1,0,,,,2427,,2427
Sn15413es,Fruits & Veggies,Fresh Fruits,1,0,1922,,,,,1922
Sn67866es,Fruits & Veggies,Organic Fruits,0,1,,,,,1644,1644
Ba51774es,Oil & Masala,Masalas,1,0,1405,2082,,,,3487
Be24133ks,Oil & Masala,Spices,0,1,2459,871,,,,3330
Eg99276en,Snacks,Chocolates,1,0,,1898,,,,1898
Eg58310gs,"Eggs, Meat & Fish",Eggs,0,1,,,,,1429,1429
Fo48902ur,"Eggs, Meat & Fish",Fish,1,0,,1072,,,,1072
Fo47727es,Food Grains,Dals & Pulses,1,0,,901,,,,901
Fo32629es,Food Grains,Organic Staples,1,0,,,,,2069,2069
Fr76888es,Fruits & Veggies,Fresh Vegetables,0,1,1196,,,,,1196
Fr79574ts,Fruits & Veggies,Organic Vegetables,0,1,1800,,,,,1800
Oi31806ee,Oil & Masala,Edible Oil & Ghee,1,0,,,,,1466,1466
Sn87732es,Oil & Masala,Spices,0,1,,1623,,,,1623
Ba52650ts,Snacks,Chocolates,0,1,,2161,,,,2161
Ba31994ns,Snacks,Cookies,0,1,527,,,,720,1247
Be93361ks,Snacks,Noodles,1,0,,,,2187,,2187
Be30544ks,Bakery,Cakes,0,1,2118,,,,,2118
Eg73540en,Beverages,Health Drinks,1,0,557,,,,2234,2791
Eg97410sh,"Eggs, Meat & Fish",Chicken,1,0,,604,,,,604
Fo71692es,"Eggs, Meat & Fish",Eggs,0,1,742,,,,,742
Fr72370ts,Food Grains,Atta & Flour,1,0,,,,859,,859
Fr6875ts,Food Grains,Dals & Pulses,1,0,,1701,,,,1701
Fr17543es,Food Grains,Organic Staples,1,0,,2369,,,876,3245
Oi77853ee,Fruits & Veggies,Fresh Vegetables,0,1,851,,,,,851
Oi58172as,Fruits & Veggies,Organic Fruits,1,0,2591,,,,,2591
Oi82121es,Oil & Masala,Edible Oil & Ghee,0,1,2149,,,,,2149
Sn53773es,Snacks,Chocolates,0,1,1822,,,,,1822
Ba51557es,Bakery,Biscuits,1,0,,,,860,1500,2360
Eg20952gs,Bakery,Breads & Buns,1,0,,,,,1341,1341
Fo44601ur,Beverages,Health Drinks,0,1,1627,,,,739,2366
Fo96899es,Beverages,Soft Drinks,0,1,1167,,,,,1167
Fr52244ts,"Eggs, Meat & Fish",Chicken,0,1,,,,1354,,1354
Fr94042ts,"Eggs, Meat & Fish",Fish,1,0,,2374,,,,2374
Oi26761es,Food Grains,Dals & Pulses,0,1,1472,,,,,1472
Sn91002es,Fruits & Veggies,Fresh Fruits,1,0,,,,,2373,2373
Sn3096es,Fruits & Veggies,Organic Fruits,1,0,,1173,,,,1173
Sn15185es,Fruits & Veggies,Organic Vegetables,1,0,,629,,,,629
Ba31567ns,Oil & Masala,Edible Oil & Ghee,0,1,1931,,,,,1931
Be43601ks,Oil & Masala,Masalas,1,0,,,,1214,,1214
Eg17297en,Oil & Masala,Spices,0,1,2327,,,,,2327
Eg62423sh,Snacks,Noodles,1,0,,2278,,,,2278
Eg8191on,Bakery,Cakes,0,1,,888,,,,888
Fo82690ur,Beverages,Health Drinks,1,0,,,,,1935,1935
Fr91571ts,"Eggs, Meat & Fish",Eggs,0,1,1997,,,,1412,3409
Sn9096es,Food Grains,Atta & Flour,1,0,,,,,2477,2477
Be42192ks,Food Grains,Organic Staples,1,0,,,,,770,770
Eg96160on,Fruits & Veggies,Fresh Fruits,0,1,,,,671,,671
Fo69972es,Fruits & Veggies,Organic Fruits,0,1,969,2008,,,,2977
Fo53009es,Oil & Masala,Spices,0,1,,,,,568,568
Fr88457es,Snacks,Chocolates,0,1,2289,,,1254,,3543
Oi87583ee,Snacks,Cookies,0,1,,2042,,,,2042
Sn13541es,Snacks,Noodles,1,0,,1039,,,,1039
Ba91235ts,Bakery,Breads & Buns,1,0,,1570,,,,1570
Eg84319gs,Beverages,Soft Drinks,1,0,,1901,,,1551,3452
Fr44053ts,"Eggs, Meat & Fish",Chicken,0,1,925,,,,,925
Fr68526es,"Eggs, Meat & Fish",Fish,1,0,,2397,,,,2397
Oi62580es,"Eggs, Meat & Fish",Mutton,1,0,,,,,5389,5389
Sn26433es,Food Grains,Atta & Flour,1,0,,,,1328,,1328
Sn69894es,Fruits & Veggies,Fresh Fruits,1,0,,1447,,,,1447
Ba40982ts,Snacks,Noodles,1,0,1861,,,,,1861
Be76772ks,Beverages,Health Drinks,0,1,,,,,2349,2349
Eg86188gs,"Eggs, Meat & Fish",Mutton,0,1,,,,,2226,2226
Fo79485es,Food Grains,Dals & Pulses,1,0,,984,,,1631,2615
Fr45944es,Food Grains,Organic Staples,1,0,,,,,2124,2124
Oi73517es,Fruits & Veggies,Organic Vegetables,0,1,,2426,,,,2426
Sn36521es,Oil & Masala,Edible Oil & Ghee,0,1,,,,,1808,1808
Sn75547es,Snacks,Cookies,1,0,,,,,3453,3453
Sn8971es,Bakery,Biscuits,0,1,,,,,3347,3347
Ba70544ts,"Eggs, Meat & Fish",Eggs,0,1,,1673,,,,1673
